str_yes|是 。 
str_npc9_personalityclash2_speech_b|我 欣 赏 他 敢 在 战 场 上 拼 命 ， 但 这 并 不 足 以 让 他 成 为 真 正 的 战 士 。 他 并 非 贵 族 出 身 ， 可 以 当 辅 助 兵 ， 算 个 情 面 ， 却 不 该 抢 夺 上 级 的 荣 耀 。 
str_npc10_personalityclash2_speech_b|上 一 场 战 斗 里 ， 他 照 旧 又 唱 又 夸 ， 把 自 己 说 成 带 领 我 们 赢 得 胜 利 、 名 声 和 财 富 的 英 明 统 帅 。 抱 歉 ， 若 他 取 代 你 当 首 领 ， 我 宁 可 去 别 处 碰 运 气 。 
str_npc11_personalityclash2_speech_b|据 我 所 知 ， 他 是 个 被 放 逐 的 人 ， 永 无 宁 日 ， 也 回 不 了 故 乡 ， 只 因 不 肯 服 从 他 的 雅 尔 。 既 然 连 合 法 的 雅 尔 都 不 听 ， 又 怎 会 听 你 的 ？ 别 误 会 ， {reg59?美 人 :帅 哥 }， 可 他 对 我 们 都 是 威 胁 ， 你 最 好 除 掉 他 。 
str_npc12_personalityclash2_speech_b|阁 下 ， 若 那 人 懂 半 点 医 术 ， 就 该 知 道 绝 不 能 在 复 杂 手 术 时 打 击 病 人 对 医 者 的 信 心 。 他 只 该 管 军 事 。 若 你 把 他 踢 出 盾 墙 ， 便 是 对 大 家 的 大 恩 。 
str_npc13_personalityclash2_speech_b|他 总 说 要 我 小 心 ， 总 有 一 天 会 把 长 矛 深 深 刺 进 我 这 颗 黑 斯 维 阿 心 脏 。 他 发 誓 下 一 场 战 斗 就 取 我 性 命 。 你 最 好 盯 紧 这 蠢 货 。 
str_npc14_personalityclash2_speech_b|上 一 场 战 斗 里 ， 我 正 歌 唱 你 与 我 并 肩 赢 得 的 诸 多 胜 利 ， 他 却 往 地 上 啐 了 一 口 ， 叫 我 闭 上 “ 傲 慢 的 狗 嘴 ” 。 若 此 人 不 懂 我 们 传 奇 的 伟 业 ， 便 不 配 分 享 未 来 的 荣 耀 与 财 富 。 
str_npc15_personalityclash2_speech_b|{s11}回 应 说 希 波 克 拉 底 是 “ 过 时 的 无 知 者 ” ， 远 不 及 博 学 的 伽 伦 。 将 军 ， 真 正 的 医 者 不 会 如 此 轻 蔑 古 代 大 师 。 我 不 信 你 该 留 这 等 冒 牌 货 。 
str_npc16_personalityclash2_speech_b|这 可 怕 的 女 人 公 然 宣 称 她 信 奉 异 教 诸 神 奥 丁 与 索 尔 ， 说 基 督 的 教 诲 不 过 是 弱 者 的 呓 语 。 她 甚 至 荒 谬 地 指 责 我 这 位 圣 牧 师 用 “ 胡 言 乱 语 的 布 道 ” 给 大 家 带 来 厄 运 。 若 你 不 想 把 全 军 带 进 地 狱 ， 就 该 立 刻 把 这 诺 斯 女 人 送 上 火 刑 。 
str_npc1_personalitymatch_speech|阁 下 ， {s11}上 一 场 战 斗 打 得 不 错 ， 是 个 可 造 之 材 。 
str_npc2_personalitymatch_speech|{reg59?夫 人 :先 生 }， 我 只 想 告 诉 你 ， {s11}虽 粗 鲁 ， 大 概 还 是 个 十 足 的 醉 汉 ， 但 我 仍 骄 傲 地 称 他 为 同 伴 。 
str_npc3_personalitymatch_speech|{reg59?女 士 :先 生 }， 你 好 ！ 我 只 想 夸 一 句 ， {s11}是 最 英 勇 的 战 士 。 你 看 到 他 上 一 场 的 表 现 了 吗 ？ 
str_npc4_personalitymatch_speech|我 只 想 说 一 句 ： {s11}上 一 场 战 斗 打 得 漂 亮 。 
str_npc5_personalitymatch_speech|{playername}， 那 仗 打 得 漂 亮 ！ {s11}在 战 场 上 是 个 可 靠 的 伙 伴 。 
str_npc6_personalitymatch_speech|有 时 我 为 这 血 腥 困 扰 ， 但 若 要 恢 复 和 平 ， 傲 慢 的 领 主 必 须 低 头 ， 凶 残 的 山 贼 必 须 被 驯 服 。 
str_npc7_personalitymatch_speech|阁 下 ， 我 刚 和 {s11}谈 过 。 他 虽 直 言 不 讳 ， 却 并 未 因 我 是 女 人 或 皮 克 特 人 而 轻 视 我 。 
str_npc8_personalitymatch_speech|阁 下 ， 那 仗 打 得 精 彩 。 我 得 说 ， 我 很 喜 欢 {s11}作 伴 ， 他 指 挥 有 方 。 
str_npc9_personalitymatch_speech|阁 下 ， {s11}在 那 场 战 斗 中 表 现 出 色 。 恕 我 直 言 ， 她 是 一 位 谦 逊 的 好 姑 娘 。 
str_npc10_personalitymatch_speech|方 伯 ！ 愿 你 因 胜 利 而 喜 悦 ！ 说 真 的 ， 我 很 喜 欢 苏 维 格 作 伴 。 我 看 她 对 我 们 盾 墙 的 安 全 极 其 上 心 。 
str_npc11_personalitymatch_speech|啊 ， {reg59?我 的 美 人 :俊 哥 }， 能 有 {s11}这 般 出 色 的 女 子 立 于 我 们 的 盾 墙 之 中 ， 我 对 你 唯 有 赞 叹 。 我 不 在 乎 她 是 弗 里 斯 人 ， 据 说 柔 弱 ， 还 一 度 沦 为 丹 麦 人 的 奴 隶 。 
str_npc12_personalitymatch_speech|真 是 血 腥 的 勾 当 ， 战 主 ， 血 腥 至 极 — — 当 然 ， 也 是 不 得 不 为 。 {s11}与 我 一 样 ， 对 这 连 绵 的 厮 杀 心 怀 矛 盾 ， 至 少 对 非 西 哥 特 人 如 此 ， 他 总 把 这 话 挂 在 嘴 边 。 
str_npc13_personalitymatch_speech|能 与 {s11}这 般 优 秀 的 弗 里 斯 贵 族 并 肩 作 战 ， 实 乃 快 事 。 
str_npc14_personalitymatch_speech|今 日 你 为 自 己 赢 得 了 名 声 ， 英 勇 之 士 ！ {s11}亦 是 ！ 我 喜 欢 那 家 伙 。 他 熟 记 古 希 腊 的 诗 篇 与 戏 剧 ， 正 合 我 这 样 的 艺 术 灵 魂 。 
str_npc15_personalitymatch_speech|将 军 。 上 一 场 仗 后 ， 我 刚 与 {s11}谈 过 ， 此 人 头 脑 清 醒 ， 令 人 佩 服 。 
str_npc16_personalitymatch_speech|我 得 说 ， 尽 管 {s11}举 止 粗 鲁 ， 我 却 能 看 出 他 心 底 — — 或 许 连 他 自 己 都 未 察 觉 — — 藏 着 一 颗 虔 诚 的 基 督 徒 灵 魂 。 
str_npc1_personalitymatch_speech_b|{s11}真 棒 ！ 他 总 爱 说 笑 ， 骄 傲 又 勇 敢 ， 还 懂 得 撩 拨 姑 娘 ， 我 敢 担 保 。 有 他 在 ， 我 甚 欢 喜 。 
str_npc2_personalitymatch_speech_b|看 他 上 一 战 的 表 现 ， 我 随 时 愿 把 后 背 交 给 他 。 战 后 围 坐 营 火 ， 他 又 能 娓 娓 道 来 传 说 与 史 诗 。 我 已 答 应 ， 哪 天 带 他 去 北 欧 的 蜜 酒 厅 。 
str_npc3_personalitymatch_speech_b|我 也 承 认 ， 他 确 是 令 人 愉 快 的 伙 伴 ， 机 智 又 有 礼 。 也 许 ， 也 许 … … 唉 ， 我 说 多 了 。 日 安 ， {reg59?夫 人 :先 生 }。 
str_npc4_personalitymatch_speech_b|你 招 他 入 盾 墙 ， 眼 光 不 错 。 他 打 起 仗 来 颇 有 一 套 。 
str_npc5_personalitymatch_speech_b|他 的 武 勇 昭 示 ， 他 确 乃 英 勇 战 士 之 后 。 战 场 之 上 ， 他 正 为 血 脉 增 辉 。 
str_npc6_personalitymatch_speech_b|我 得 说 ， {s11}予 我 莫 大 慰 藉 。 我 向 他 忏 悔 罪 孽 ， 他 说 只 要 我 真 心 悔 改 ， 基 督 必 赦 我 过 犯 。 他 睿 智 ， 我 庆 幸 有 他 同 行 。 
str_npc7_personalitymatch_speech_b|他 也 向 我 布 道 ， 说 即 便 我 身 覆 战 纹 ， 上 帝 仍 能 窥 见 我 心 中 的 善 念 。 我 不 确 定 是 否 全 爱 听 — — 我 是 战 士 ， 不 是 小 婢 — — 但 我 仍 愿 信 那 牧 师 与 他 的 教 诲 。 
str_npc8_personalitymatch_speech_b|我 们 皆 为 老 兵 ， 因 而 一 眼 便 能 看 出 此 地 战 士 在 战 阵 中 的 诸 多 破 绽 。 盾 墙 因 他 而 更 强 。 
str_npc9_personalitymatch_speech_b|若 非 她 只 是 一 介 奴 隶 ， 我 或 会 求 娶 。 可 惜 她 非 自 由 纯 洁 之 身 ， 但 行 军 途 中 与 她 闲 谈 ， 倒 也 惬 意 。 
str_npc10_personalitymatch_speech_b|其 实 ， 我 看 得 出 她 对 你 忠 心 耿 耿 。 拜 托 ， 方 伯 ， 别 害 羞 ！ 如 此 忠 贞 的 女 子 ， 胜 却 百 位 勇 士 。 
str_npc11_personalitymatch_speech_b|她 显 然 是 历 经 磨 难 而 对 你 敬 畏 顺 从 的 幸 存 者 ， 这 让 我 欣 慰 至 极 。 若 我 族 皆 似 她 ， 曾 在 肯 尼 莫 雅 尔 府 中 熬 过 坎 坷 ， 那 些 苦 难 便 不 足 道 。 艰 难 方 显 人 之 极 致 ， 你 说 是 吗 ？ 
str_npc12_personalitymatch_speech_b|无 论 理 由 多 么 正 当 ， 夺 取 同 族 性 命 仍 令 他 悲 恸 。 我 们 曾 共 话 光 明 未 来 ， 谈 及 必 须 统 一 英 格 兰 诸 小 王 国 ， 方 能 终 结 这 乱 世 。 
str_npc13_personalitymatch_speech_b|他 怀 战 士 之 心 ， 虽 仍 需 精 研 战 艺 。 虽 脚 步 不 如 他 人 迅 捷 ， 却 懂 得 严 守 战 线 的 智 慧 。 你 让 他 入 盾 墙 ， 颇 有 见 地 。 
str_npc14_personalitymatch_speech_b|他 爱 在 营 火 旁 吟 诵 故 乡 传 说 ， 亦 教 我 诸 多 战 阵 之 道 。 我 尤 喜 特 洛 伊 战 争 中 的 英 雄 壮 举 。 不 久 ， 我 们 的 盾 墙 将 如 阿 伽 门 农 时 代 的 英 雄 般 传 颂 千 古 。 
str_npc15_personalitymatch_speech_b|虽 然 他 看 上 去 不 过 是 个 趾 高 气 扬 的 领 袖 ， 他 却 明 白 战 争 与 其 他 事 务 一 样 ， 需 要 周 密 筹 划 、 充 分 准 备 ， 以 及 对 战 略 原 则 的 牢 固 掌 握 。 最 好 的 证 明 就 是 ， 那 天 我 给 他 讲 特 洛 伊 围 城 的 故 事 时 ， 他 对 其 中 的 军 事 细 节 表 现 出 极 大 兴 趣 。 
str_npc16_personalitymatch_speech_b|{s11}是 个 睿 智 博 学 的 人 。 我 喜 欢 在 营 火 旁 听 他 高 谈 阔 论 ， 他 也 会 耐 心 听 我 讲 基 督 之 道 。 我 们 的 讨 论 总 是 妙 趣 横 生 。 改 天 你 也 该 来 一 起 聊 聊 。 
str_npc1_retirement_speech|我 已 经 厌 倦 了 在 这 片 土 地 上 奔 波 ， 为 别 人 的 事 业 流 血 。 战 利 品 固 然 丰 厚 ， 可 如 今 也 足 够 了 。 我 要 回 哈 德 良 长 城 附 近 父 亲 的 洞 穴 去 。 抱 歉 ， 冒 险 与 危 险 的 日 子 就 此 结 束 。 
str_npc2_retirement_speech|战 士 的 生 活 让 我 疲 惫 。 我 要 把 分 到 的 战 利 品 换 成 蜜 酒 和 女 人 。 再 次 感 谢 你 收 留 我 ， 祝 你 好 运 。 
str_npc3_retirement_speech|我 有 件 事 必 须 告 诉 你 。 战 士 的 生 活 虽 比 奴 隶 强 ， 却 不 适 合 我 。 最 后 一 次 感 谢 你 赐 我 自 由 ， 但 我 得 去 寻 找 更 平 静 的 日 子 。 我 想 攒 下 的 钱 已 够 回 到 父 亲 索 里 克 身 边 ， 开 始 当 商 人 的 新 生 活 。 希 望 你 不 会 生 气 ， {reg59?女 士 :先 生 }。 
str_npc4_retirement_speech|我 曾 与 你 并 肩 作 战 ， 但 对 你 的 领 导 并 不 满 意 。 就 此 别 过 。 
str_npc5_retirement_speech|{reg59?女 士 :先 生 }， 自 加 入 你 的 盾 墙 以 来 ， 我 为 你 浴 血 奋 战 ， 忠 心 耿 耿 ， 可 你 并 未 给 我 应 得 的 职 位 。 如 今 我 只 盼 流 放 令 已 撤 销 ， 我 要 回 家 。 
str_npc6_retirement_speech|我 加 入 你 的 盾 墙 ， 本 想 借 你 之 手 走 出 黑 暗 ， 也 确 实 在 此 寻 得 片 刻 安 宁 ， 但 对 你 的 领 导 心 存 疑 虑 。 我 开 始 怀 疑 ， 救 赎 之 路 在 别 处 。 
str_npc7_retirement_speech|我 已 厌 倦 这 肮 脏 的 连 绵 战 火 ， 看 够 了 弱 者 被 恐 惧 、 贪 婪 、 色 欲 等 百 种 缺 陷 践 踏 。 钱 袋 已 鼓 ， 我 将 北 上 回 阿 尔 班 ， 召 集 苏 格 兰 人 和 皮 克 特 人 ， 自 建 劫 掠 队 。 布 立 吞 人 或 撒 克 逊 人 皆 不 得 安 宁 ， 但 我 会 给 你 留 一 份 和 平 。 
str_npc8_retirement_speech|在 你 的 盾 墙 里 我 打 得 不 错 ， 可 你 的 决 策 并 不 合 我 意 。 总 之 ， 我 还 有 别 的 事 。 我 会 带 上 战 利 品 ， 拉 起 自 己 的 盾 墙 ， 然 后 渡 海 去 弗 里 斯 ， 收 复 我 的 土 地 。 愿 你 安 好 。 
str_npc9_retirement_speech|我 们 并 肩 作 战 赢 得 荣 耀 ， 但 对 你 的 领 导 我 仍 有 保 留 。 无 论 如 何 ， 我 得 除 掉 那 条 迷 惑 我 父 亲 的 毒 蛇 。 就 此 别 过 ， 或 许 后 会 有 期 。 
str_npc10_retirement_speech|我 已 受 够 在 这 片 土 地 上 东 奔 西 走 。 如 今 攒 下 的 钱 足 够 在 远 离 可 恨 威 尔 士 人 的 地 方 买 块 小 地 ， 我 想 去 试 试 。 就 此 别 过 ， 祝 你 好 运 。 
str_npc11_retirement_speech|你 一 直 待 我 很 好 ， 可 我 … … 无 法 承 受 {reg59?嫉 妒 :爱 情 }的 折 磨 。 请 原 谅 ， 我 不 能 再 面 对 你 ， 因 为 我 知 道 自 己 只 能 做 你 身 旁 的 微 光 。 {reg59?:况 且 ， 身 为 吟 游 女 诗 人 ， 我 必 须 守 贞 。 }我 要 走 了 ， 却 不 知 去 向 。 再 见 ， {reg59?美 人 :俊 郎 }。 
str_npc12_retirement_speech|在 你 的 盾 墙 里 我 混 得 不 错 ， 填 饱 肚 子 ， 钱 袋 添 银 ， 还 增 长 了 对 创 伤 的 认 识 。 对 此 我 无 怨 ， 但 此 刻 这 差 事 已 束 缚 我 。 我 有 责 任 与 其 他 医 者 分 享 所 得 ， 为 此 需 雇 精 通 拉 丁 的 书 记 ， 而 英 格 兰 罕 见 ， 所 以 我 将 前 往 罗 马 。 
str_npc13_retirement_speech|我 想 告 知 你 ， 我 要 结 束 这 段 关 系 。 我 打 算 另 谋 出 路 ， 或 许 去 投 奔 罗 斯 人 。 
str_npc14_retirement_speech|你 的 名 声 愈 发 光 辉 ， 我 却 恐 将 黯 然 失 色 ， 如 月 被 日 掩 。 我 决 定 独 自 闯 荡 。 祝 君 好 运 ！ 
str_npc15_retirement_speech|感 谢 你 收 留 我 ， 但 事 情 发 展 并 不 如 意 。 我 要 另 寻 去 处 — — 或 回 君 士 坦 丁 堡 ， 或 另 找 活 计 ， 尚 未 决 定 。 
str_npc16_retirement_speech|你 和 你 的 部 下 在 信 仰 上 已 无 可 救 药 。 你 们 仍 奉 那 些 虚 假 的 异 教 神 明 ， 灵 魂 早 被 魔 鬼 夺 去 。 连 我 的 劝 诫 也 无 法 使 你 们 改 邪 归 正 ， 我 只 能 祈 求 上 帝 宽 恕 你 们 的 滔 天 大 罪 。 我 走 了 。 
str_npc1_rehire_speech|领 主 ， 又 见 面 了 。 昔 日 虽 有 分 歧 ， 如 今 回 想 却 是 我 最 光 辉 的 日 子 。 说 实 话 ， 我 找 工 作 颇 费 周 折 。 若 你 愿 意 ， 我 愿 重 回 你 的 盾 墙 。 
str_npc2_rehire_speech|{reg59?女 士 :先 生 }！ 又 见 到 你 真 好 ！ 说 实 话 ， 我 一 直 在 找 你 。 我 花 光 了 钱 ， 需 要 更 多 。 看 来 我 注 定 要 靠 打 仗 糊 口 。 人 们 说 你 如 今 混 得 风 生 水 起 。 那 么 ， {reg59?女 士 :先 生 }， 可 愿 再 收 留 我 ？ 
str_npc3_rehire_speech|你 好 ， {reg59?女 士 :先 生 }！ 很 高 兴 再 次 见 到 你 。 说 实 话 ， 自 我 们 分 别 后 我 过 得 并 不 好 。 我 本 想 用 我 们 一 起 旅 行 时 攒 下 的 积 蓄 做 点 小 买 卖 ， 可 那 点 钱 根 本 不 够 开 张 。 而 且 ， 说 实 话 ， 我 害 怕 再 被 卖 回 去 做 奴 隶 。 也 许 我 更 适 合 打 仗 ， 在 篝 火 旁 和 粗 野 的 同 伴 分 食 ， 也 比 喝 蜜 酒 强 。 {reg59?女 士 :先 生 }， 我 必 须 问 你 — — 你 愿 意 再 收 留 我 吗 ？ 
str_npc4_rehire_speech|好 久 不 见 。 听 说 你 混 得 不 错 。 我 知 道 我 们 之 间 有 过 节 ， 但 能 再 次 在 你 的 队 伍 里 作 战 ， 是 我 的 荣 幸 。 
str_npc5_rehire_speech|{playername}！ 你 的 名 声 越 来 越 大 ， 连 群 山 之 外 我 的 家 乡 都 传 遍 了 。 我 回 去 ， 希 望 流 放 的 事 已 被 遗 忘 。 可 没 有 。 还 没 踏 进 山 谷 ， 就 收 到 家 人 消 息 ， 说 只 要 我 一 过 国 境 ， 就 有 战 士 等 着 抓 我 。 所 以 我 回 来 了 ， 盼 你 忘 掉 我 那 些 刺 耳 的 话 ， 看 看 能 否 再 与 你 并 肩 作 战 。 
str_npc6_rehire_speech|见 到 你 真 好 ， {playername}。 无 论 我 走 到 哪 里 ， 人 们 都 敬 畏 你 的 事 迹 。 我 离 开 后 过 得 并 不 好 。 无 论 身 在 何 处 ， 旧 日 的 恶 魔 都 缠 着 我 。 我 的 灵 魂 不 得 安 宁 。 我 也 说 不 清 为 什 么 ， 在 你 身 边 时 我 才 能 平 静 。 你 愿 意 让 我 再 次 追 随 你 吗 ？ 
str_npc7_rehire_speech|阁 下 ！ 见 到 你 真 高 兴 。 可 惜 ， 就 算 我 把 我 那 份 战 利 品 都 攒 下 来 ， 仍 被 人 骂 叛 徒 、 骂 女 人 。 没 有 皮 克 特 战 士 愿 意 跟 我 。 该 死 的 ， 人 生 就 这 样 。 你 愿 意 让 我 回 来 吗 ？ 
str_npc8_rehire_speech|你 好 ， {playername}。 不 知 我 们 过 去 的 恶 语 能 否 一 笔 勾 销 。 我 招 不 满 三 十 个 水 手 ， 招 来 的 人 很 快 又 散 了 — — 走 之 前 还 把 我 攒 的 银 子 喝 个 精 光 。 于 是 我 想 起 我 们 一 起 打 的 那 些 仗 。 那 是 好 日 子 ， 也 是 赚 钱 的 日 子 。 
str_npc9_rehire_speech|亲 爱 的 {reg59?女 士 :先 生 }！ 见 到 你 太 好 了 ！ 我 替 本 地 领 主 效 力 ， 却 大 失 所 望 。 一 半 人 让 我 送 礼 给 别 的 领 主 ， 好 像 我 是 跑 腿 的 ； 或 让 我 去 揍 懒 农 民 ， 好 像 我 是 监 工 。 还 有 一 个 竟 让 我 去 暗 杀 对 手 ！ 这 哪 是 勇 士 该 干 的 ！ 所 以 我 一 直 在 找 你 ， 看 你 是 否 愿 意 再 收 留 我 。 
str_npc10_rehire_speech|方 伯 ！ 又 见 面 了 真 好 ！ 看 来 我 不 是 当 农 民 的 料 。 对 雇 工 太 心 软 ， 让 他 们 把 我 坑 惨 了 。 我 想 我 最 擅 长 的 还 是 打 仗 ， 哪 怕 和 布 立 吞 人 、 莫 西 亚 人 一 起 。 告 诉 我 ， 方 伯 ， 你 还 在 招 好 手 吗 ？ 
str_npc11_rehire_speech|{reg59?亲 爱 的 女 士 :英 俊 的 先 生 }， 分 开 后 我 想 了 很 多 。 现 在 我 明 白 ， 就 算 有 时 得 不 到 最 想 要 的 ， 离 它 近 一 点 也 好 。 也 许 还 有 希 望 ， 你 的 队 伍 对 我 有 益 。 那 么 ， {reg59?亲 爱 的 女 士 :英 俊 的 先 生 }， 你 愿 意 再 收 留 我 吗 ？ 
str_npc12_rehire_speech|阁 下 ！ 能 再 见 到 你 这 张 诚 实 的 脸 真 好 ， 世 上 谎 言 太 多 ！ 我 去 了 罗 马 ， 想 刊 印 我 的 发 现 ， 雇 了 抄 写 员 ， 做 了 几 本 手 抄 本 。 然 后 等 聘 书 ， 结 果 那 些 哲 人 对 真 正 的 医 术 没 兴 趣 ， 只 爱 谈 些 半 魔 法 的 理 论 。 我 会 继 续 试 ， 但 得 先 补 补 钱 袋 。 你 在 找 医 生 吗 ？ 
str_npc13_rehire_speech|见 到 你 真 好 。 上 次 分 别 时 我 几 乎 发 誓 不 再 为 你 效 力 。 也 许 我 对 你 太 苛 刻 。 我 试 过 别 的 雅 尔 军 。 相 信 我 ， 见 过 他 们 后 ， 我 更 佩 服 你 的 领 导 。 若 你 肯 让 我 再 入 盾 墙 ， 我 愿 再 为 你 而 战 。 
str_npc14_rehire_speech|嘿 ， 勇 士 ！ 我 一 直 盼 着 再 见 你 。 无 论 走 到 哪 里 ， 都 听 到 歌 颂 你 的 事 迹 。 我 承 认 ， 分 道 扬 镳 后 我 既 后 悔 又 嫉 妒 。 我 想 再 与 你 并 肩 ， 借 你 的 荣 光 。 也 许 我 们 能 再 同 行 一 段 ？ 
str_npc15_rehire_speech|将 军 ， 又 见 面 了 ， 我 可 没 不 高 兴 。 我 找 不 到 去 大 陆 的 船 ， 便 接 了 另 一 份 活 ， 结 果 结 账 时 ， 那 领 主 只 会 找 借 口 ， 还 挑 剔 我 的 手 艺 。 在 你 盾 墙 里 虽 不 尽 开 心 ， 可 至 少 每 战 后 银 子 直 接 落 袋 。 你 还 招 人 吗 ？ 
str_npc16_rehire_speech|我 来 给 你 和 你 的 人 再 施 一 次 机 会 。 天 使 托 梦 于 我 ， 道 出 了 你 不 朽 灵 魂 的 未 来 。 他 说 ， 你 能 否 上 天 堂 ， 全 看 我 传 教 之 功 。 你 是 我 之 责 。 所 以 ， 求 你 再 次 收 我 入 盾 墙 ， 也 许 这 次 你 会 听 上 帝 之 言 。 
