qstr_Breaking_camp...|终止宿营。
qstr_has_put_together_a_b|募集了一笔资金来悬赏一伙洗劫了他村庄的强盗。
qstr_This_is_not_that_sim|这并不是一件容易的事，但我愿意尝试。我觉得300先令应该足够了。你说的是那个阵营呢？
qstr_Aha_my_favorite_one.|啊，我喜欢这话题。我认为150先令就足够了。你能告诉我那个领主是哪个阵营的吗？
qstr_Doable_since_so_many|这是可行的，因为许多的领主每时每刻都渴望着能有机会拔出自己的剑。我认为有250先令就足够了。第一个领主是哪个阵营的？
qstr_You_get_an_elite_Sax|你得到了精美的撒克逊剑。
qstr_You_get_a_Long_Seax.|你得到了长刀。
qstr_You_get_a_beautiful_|你得到了精美的长斧。
qstr_You_get_a_great_long|你得到一把大长弓。
qstr_You_get_an_expensive|你得到了昂贵的盔甲。
qstr_You_get_an_expensive_|你得到了昂贵的链甲。
qstr_You_get_an_expensive_h|你得到了昂贵的头盔。
qstr_A_villager_from_{s7}|一个从{s7}来的村民恳求你，希望你能把他们的村子从那群强盗手里解救出来。
qstr_Hey_what_do_you_want|嘿，你想做什么？我们喝得正欢呢。
qstr_Are_you_looking_for_|你在找那些想冒生命危险来换取荣誉和财富的人吗？
qstr_There_is_food_and_dr|我这里的食物和酒足够你们所有人享用，你们想要加入吗？
qstr_You_chose_well_{reg5|你找对人了，{reg59?女士:先生} ，我的弟兄们言而有信，并知道怎么赚钱。
qstr_Well_done_{reg59?mad|很好，{reg59?女士:先生} 。把钱和酒留给我们，这个世界上就没有你害怕的敌人了。
qstr_We_are_at_your_servi|乐意至致，{reg59?女士:先生} 。你只要指出需要伤害的敌人，剩下的我们帮你解决。
qstr_Oh..._well..._I_do_n|噢……好吧……我不知道……我还好……（冷静）
qstr_Even_bad_dreams_spea|即使恶梦都会和我们交谈。我想听一听，或许能学到点东西。（谨慎）
qstr_Yes_I_had_a_nightmar|是的，我做了个恶梦，但我现在已经醒了。所有的烦恼都没了。（易怒）
qstr_All_is_well._Believe|一切都很好。我觉得这只是个愚蠢的恶梦而已！（嗜血）
qstr_No_need_to_get_shy!_|不要害羞！无论什么时候看到你很好就行了，朋友。
qstr_I_prefer_not_to_drea|我更喜欢不做梦。它们一直带来太多的回忆和渴望。好吧，看到你很好就行了，朋友。
qstr_Yes_we_are_finally_n|是的，我们终于接近弗里斯了。过了这么多天，我们一直在一起，我的旅程会在西撒克逊继续。现在看到你很好就行了，朋友。
qstr_I_agree_completely._|我完全同意。幸运的是我做梦醒来后一般都不记得了。好吧，看到你很好就行了，朋友。
qstr___She_has_aged_sever|——她在生病后就衰老了许多。她太虚弱了，看起来似乎一触即碎。这不是你所熟悉的那个女人；尽管记忆模糊，但她还是你的母亲。——
qstr___She_smiles_and_look|——她微笑着并用充满着母爱的眼光看着你。——
qstr___She_looks_past_you|——她望向你身后——
qstr___She_opens_her_eyes|——她睁开眼睛，看着你。她的手在颤抖——
qstr___She_shifts_her_gaz|——她把眼光转向大海，她在哭泣。——
qstr___He_smiles_and_show|——他笑着向你展示船舵——
qstr___He_stares_at_you_f|——他凝视了你一小会儿，然后忍俊不禁。——
qstr___He_nods.__|——他点头。——
qstr___You_notice_his_han|——你注意到他的手因为紧张而颤抖。——
qstr___Now_he_looks_scare|——现在他看起来害怕了。——
qstr___He_scratches_his_b|——他挠了挠背并笑了笑。——
qstr___He_touches_the_hil|——他摸了一下腰中的剑柄。——
qstr_After_traveling_for_|旅行了一些天后，你来到了当纳莱斯，与阿斯图里亚斯人会面。但当你试图说服他们加入拉格纳之子时，博多接过指挥权并下令攻击你的舰队。你必须回到你的舰队并准备作战！
qstr_After_traveling_for_s|旅行了一些天后，你来到了当纳莱斯，与阿斯图里亚斯人会面。当你揭开叛徒西诺的嘴脸时，出现了一支丹麦人的舰队，他们可能是西诺召来的，开始攻击你的舰队。你必须抓紧时间拯救你的部下！
qstr_You_are_now_a_Christ|你现在是一名基督徒了。
qstr_The_priest_is_happy_|祭司很高兴捐款，但他对于你想收买他这件事明显感到不满。也许应该先让时间冲淡一些记忆了。
qstr_You_are_now_a_pagan_|你现在是一个多神徒，奥丁的追随者，另一个挪威神。
qstr_The_priest_is_happy_a|祭司很高兴能有活干，但他对于你想收买他这件事明显感到不满。也许应该先让时间冲淡一些记忆了。
qstr___The_abbot_looks_yo|——院长上下打量你，一言不发。——
qstr_Welcome_then._Listen|欢迎，然后听我说：我们需要你的支持。
qstr_In_nomine_pater_the_|以天父之名，雅尔想羞辱我们，所以派来了一名异教徒。好吧，如果他想耍我们……现在听好了。
qstr_Then_welcome_{player|欢迎你，{playername}。我会告诉你事情的经过。
qstr___The_abbot_after_ru|——院长在翻箱倒柜后拿出了一封信给你。——
qstr___The_document_seems|——信上的信息比较可靠，上面有个叫福瑞斯威的人写出的漂亮的笔迹，承诺给修道院几块土地，并有一些证人的签名——^^
qstr___You_look_at_the_te|——这信写得非常漂亮，字迹工整，但是由于没有任何插图，你根本看不懂。——^^
qstr_Note_1:_You_chose_to|笔记1：你决定把{s3}附近的土地送给修道院。
qstr_Note_1:_You_chose_no|笔记1：你决定不把{s3}附近的土地送给修道院。
qstr___The_abbot_opens_hi|——院长睁大眼睛——
qstr_Note:_You_returned__|笔记：你把《科伦希尔之经》送回了格伦达洛谷修道院。
qstr_The_abbot_of_Finian_|菲尼安的修道院长，在{s3}附近的埃里尤，他要求你赶去见面，显然，他有一个重要的任务。只要你去了，他会给你1000先令。
qstr_So_you_re_{playernam|你就是{playername}。我听说了你的事迹。就我个人而言，我不喜欢你曾经犯下的种种罪行，但这并不是我能决定的事情。这是你的1000先令。现在听好了……
qstr_So_you_re_{playername|你就是{playername}。我听说了你的事迹。你是一个对他人友善，又爱护人民的人。你值得这1000先令的奖赏。现在听好了，我的顾主有个任务给你……
qstr_So_you_re_{playername}|你就是{playername}。你的名声比你来得要更快。无数的旅行者曾跟我说起你。你似乎注定会在这个世界上留下你的痕迹。这是你的1000先令。现在听好了，我的顾主有个任务给你……
qstr_So_you_re_{playername}.|你就是{playername}。我并不是很了解你，也不是很有这个兴趣。不过我的顾主给我的名单上有你的名字。这是你的1000先令。现在听好了，我的顾主有个任务给你……
qstr_The_abbot_of_Finian_h|菲尼安的修道院长要求你前往{s3} 杀死一个叫做“蛇”的人。前往蜜酒厅去找到他。
qstr_You_are_working_for_|你正在为菲尼安的修道院长不愿透露姓名的顾主工作。
qstr_The_abbot_of_Finian_ha|菲尼安的修道院长要求你前往{s3} 并从当地的市长多尼戈尔那得到关于弗莱厄蒂的子嗣的消息。
qstr_The_abbot_of_Finian_has|菲尼安的修道院长要求你前往{s3} 并调查清楚是什么魔鬼在攻击村子。去村子里找一个叫做卡利卡斯的人了解情况。
qstr_You_have_finished_th|你完成了菲尼安修道院长交给你的任务。现在该去见普雷西尔王子，修道院长的顾主一面了。他正在{s3} 等候你。
qstr_You_need_to_learn_th|你需要了解到普雷西尔王子的位置，但是菲尼安的修道院长拒绝把它告诉你。也许更多的银子，更强的说服力或者威慑力，都能够帮助你从他那里打听到确切的位置。
qstr_The_abbot_of_Finian_t|菲尼安的修道院长告诉你他的顾主，普雷西尔王子，正在{s3} 等候你关于弗莱厄蒂的子嗣的消息。
qstr_The_abbot_of_{s3}_as|{s3} 的修道院长要求你带给他{reg33} 箱木料。
qstr_Of_course_my_{reg59?|当然，孩子。我们有一堆葡萄酒。
qstr_We_have_some_wine_st|我们还有一些能喝的葡萄酒。
qstr___A_huge_creature_is|——一只巨大的怪物从上往下望着你，对你的出现或你的装备不为所动。——
qstr___You_see_a_short_th|——你看到一个又矮又瘦，脸又很奇怪的人。——
qstr___The_Swedish_Viking|——瑞典维京人打量着，若有所思。——
qstr___The_man_flattening|——一名男子一只脚刚踏进门，当你接近他时突然转身。刚开始他看起来很惊讶，但很快又闪现出笑容——
qstr_I_was_just_leaving._|我只是路过而已，或许我该立刻离开。（冷静）
qstr_I_think_we_are_both_|我觉得我们都不是小孩子，不需要这种把戏了。（谨慎）
qstr_Heh_I_ve_played_game|听起来真有趣，生活没有点危险是很无聊的。（易怒）
qstr_Very_well_but_if_I_s|好吧，但如果我解开你的谜语，而我又不喜欢你的答案，我就会杀了你。（嗜血）
qstr_When_you_open_your_e|当你再次睁开你的眼睛时，你得到了众神的祝福。或许只是你的幻想而已，但你感觉自己更灵巧了，并能更好地使用武器。
qstr_When_you_open_your_ey|当你再次睁开你的眼睛时，你得到了众神的祝福。或许只是你的幻想而已，但你感觉自己更有吸引力了。
qstr_When_you_open_your_eye|当你再次睁开你的眼睛时，你得到了众神的祝福。或许只是你的幻想而已，但你感觉自己更强壮了。
qstr_When_you_open_your_eyes|当你再次睁开你的眼睛时，你得到了众神的祝福。或许只是你的幻想而已，但你感觉自己更聪明了。
qstr_When_you_open_your_eyes_|当你再次睁开你的眼睛时，你得到了众神的祝福。或许只是你的幻想而已，但你感觉自己更敏捷了。
qstr_You_open_your_eyes_a|你再次睁开你的眼睛，什么都没发生。
qstr_An_old_Roman_at_{s3}|{s3}的一个老罗马人向你要8袋小麦。
qstr_I_have_a_good_load_o|我有一批上好的矿物。
qstr_I_have_loads_of_both|我有一批矿物和石头。
qstr_I_have_a_good_load_of|我有一批石头。
qstr_I_have_some_soapston|我手头上有一些皂石。
qstr_I_have_loads_of_salt|我有一批盐。
qstr_Come_with_me._I_ll_s|跟我来。我要让你看看我们找到了什么。
qstr_I_have_some_salt.|我有一些盐。
qstr_I_have_plenty_of_tim|我有很多木料。
qstr_I_have_some_timber_a|我有一些木料。
qstr_I_have_nice_cows_hug|我有一些又大又肥的牛准备卖到城镇里，我很乐意现在就能卖了它们。
qstr_I_have_raw_materials|我有用于生产的原材料。
qstr_I_have_a_few_food_it|我有一些食物要卖。
qstr_I_am_the_reeve_of_th|我是负责管理{s9} 的长官。我以您的名义管理这座要塞的事务，{reg59?夫人:阁下} 
qstr_I_am_the_reeve_of_the|我是负责管理{s9} 的长官。我以我的领主的名义管理这座要塞的事务。
qstr_Your_highness|殿下
qstr_May_I_remind_you_tha|请允许我提醒您目前我们的税率在一个正常的范围内。
qstr_May_I_remind_you_that|请允许我提醒您目前我们的税率目前偏低。人民都很感谢您。
qstr_May_I_remind_you_that_|请允许我提醒您目前我们的税率目前偏高。每一个市场的每一个角落都有人在诅咒您的名字。
qstr_Donngal_mayor_of_{s3|多尼戈尔，{s3} 的市长，要求你先增进你与他们城镇的关系，他才能告诉你关于弗莱厄蒂的子嗣的事情。你需要至少10点友好度。
qstr_Donngal_told_you_tha|多尼戈尔告诉你弗莱厄蒂的子嗣在{s3} 附近的一个农场里。是时候回去告诉修道院长了。
qstr_Note_1:_You_chose_to_|笔记1：你选择杀害弗莱厄蒂的子嗣。
qstr_The_children_who_wil|多尼戈尔将会用两个奴隶来代替弗莱厄蒂真正的孙子。他们已经被转移到了别的地方。
qstr_Note_1:_You_chose_to_s|笔记1：你选择拯救弗莱厄蒂的子嗣，以牺牲奴隶的孩子为代价。
qstr_Dongall_will_remove_|多尼戈尔将会把弗莱厄蒂的子嗣转移到迪纳斯布兰附近的另一个农场，当刺客前来时，他们将不会找到任何目标。这可能会使你得罪埃里尤最强大的势力，不过你愿意冒这个险。
qstr_Note_1:_You_chose_to_sa|笔记1：你选择拯救弗莱厄蒂的子嗣。
qstr__May_I_remind_you_th| 请允许我提醒您目前我们的税率在一个正常的范围内。
qstr__May_I_remind_you_tha| 请允许我提醒您目前我们的税率目前偏低。人民都很感谢您。
qstr__May_I_remind_you_that| 请允许我提醒您目前我们的税率目前偏高。每一个市场的每一个角落都有人在诅咒您的名字。
qstr_town|城镇
qstr_village|村庄
qstr_The_mayor_of_{s13}_h|{s13}的镇长想让你解决附近的劫匪。
qstr_{s9}_of_{s3}_asked_y|{s3}的{s9}让你在一周内送{reg5}个{s6}到{s4}的蜜酒厅。
qstr_Escort_the_merchant_|护送商人的商队去{s8}镇。
qstr_Merchant_{s9}_of_{s4|{s4}的{s9}要你消灭在镇子附近的难对付的强盗。
qstr_The_mayor_of_{s4}_ga|{s4}的镇长给你{reg12} 先令，作为女孩的赎金。你要在{s3}附近和强盗会面，赎回女孩并带回{s4} 。
