str_yes|是
str_npc1_home_description|我的名字是卡约，这个名字代代相传。第一个拥有卡约这个名字的先祖，是一个名为维里欧的人的后裔，维里欧是曾经被任命为保护那堵墙的人的曾孙。
str_npc2_home_description|人们经常说，丹麦人都是一群嗜血成性的人。但是如果你问我的话，我会说他们十分擅长贸易。他们让沿岸的人们生产陶器，纺织品和皮革。里伯则因为那里的女人们而出名（如果你懂我的意思的话）。
str_npc3_home_description|肯尼莫现在是一座丹麦的城堡，但以前不是。实际上，在丹麦人之前，是由法兰克人统治着那里。我们弗利西人和法兰克人不太一样。他们遵守他们的自己的基督教，而且他们的领主都很克制。所以当丹麦人来的时候我们并不在乎。这些阁下们都比较宽容，让我们在纳贡这方面更自由一点。
str_npc4_home_description|你知道我不太常这么说，但我作为一个达里尔它人和苏格兰人很自豪。你可能已经或多或少地听过关于苏格兰人的故事。人们常常认为我们只是一群抢劫沿海地区的人们的海盗，并因此诅咒我们，知道他们到达了挪威，并了解到他们比我们更糟糕。
str_npc5_home_description|康比亚以前是一个叫做杜姆诺尼亚的更强大的王国。杜姆诺尼亚的人们自称“杜范思”，大概意思是“杜姆诺尼亚的人”。我们的土地以大量高质量的锡矿而闻名。然而如今我们的王国却又小又贫弱。
str_npc6_home_description|如你所知坎特伯雷之前都是肯特王国的首都。我在来之前读过关于这些的东西，而我也曾跟一位被邀请到阿斯图里亚斯的撒克逊学者聊过。在我们的王国里，我们称呼人们为“撒克逊人”，但是实际上，在肯特生活的朱特人们已经在几个世纪前就跨越海洋来到这里了。
str_npc7_home_description|阿尔班王国只是简单地将两类人混合了起来，这两类人分别是达里尔它人，爱尔兰人的后裔，还有我们，皮克特人。我们的贵族和王们结交得是如此的深，所以我们现在是一个王国。然而普通人之间仍存有分歧，于是就有许许多多的战争在这么多年里发生在我们之间。
str_npc8_home_description|弗里西人是一群比较内敛的人。他们喜欢单独聊他们的事务。而丹麦人是比法兰克人士更好的领主。只要我们纳税，并接受和同意他们的权威，他们就会离开我们。
str_npc9_home_description|东恩格尔王国是来自于武芬王朝的，这个王朝的名字是源自传奇君主武法的。他们的起源要回溯到济兹，就像贝奥武甫的传说一样，那时他们是最强大的盎格鲁撒克逊王国。但现在不是了，现在他们只是丹麦的附庸。
str_npc10_home_description|这里是伦狄尼姆，不列颠尼亚的罗马省会。伦敦威克位于伦狄尼姆废墟的附近，现在通常被称为伦敦堡。他的名字意思是“伦狄尼姆的商贸中心”或者差不多的意思，而我们撒克逊人称之为“伦敦”。
str_npc11_home_description|如你所知，我来自这里。我认为我已经努力地成为了你身边的一个好的战士。因为战斗本性流动在每一个诺维格王国男人和女人的血液之中。有很多的战争曾发生在在这片土地上，在雅尔不断互相争斗的地方。
str_npc12_home_description|海德贝尔并不是丹麦历史最悠久地区。事实上它仅仅成立在几代之前。但它成为了在六十多个冬天之前因为城市被戈里克国王摧毁而来丹麦的里克商人们必经之路上重要的地方。
str_npc13_home_description|正如丹麦人和挪威人在西方的繁荣，矿石在东方斯拉夫人以及更遥远的土地上则有它自己所针对的目标，甚至在米克利加尔泽交易繁多。
str_npc14_home_description|这里是这片土地上吟游诗人们和他们最好的歌曲的家。从这个地方来的人，即使是小男孩和小女孩，他们都是比这个世界上其他地方来的吟游诗人们更好的歌手。很多人也遵守和敬畏旧时的传统和神，因此明斯特是整个Eriu 大陆上最繁荣的地方。
str_npc15_home_description|霍达兰是挪威的小王国之一，由埃里克国王统治，他曾是我的主人。我很了解他，他是一个强硬的，感情强烈的人，除了让他的王国独立之外，他什么都不喜欢。所以他并不喜欢通过哈罗德不梳头的誓言来让挪威统一化。
str_npc16_home_description|在西撒克逊王国，维坦要塞是撒克逊人的中心。西撒克逊的国王现在是这片被我们成为不列颠尼亚（或者说英格兰）的土地上权力最大的人。随着麦西亚的衰颓，西撒克逊现在是唯一能够阻挡丹麦人的力量了。
str_npc1_home_description_2|自那时以来，已经更替了一代人。我的父亲，你所知道的那个叫做卡约的罗马人，这个名字还没有失传，我所有的兄弟们也叫做卡约。我的母亲分别叫我们卡约·迈奥尔，卡约·塞古杜，和卡约·麦诺，并以此来区分我们。
str_npc2_home_description_2|总有一天我会去里伯附近买座农场，也会娶两三个老婆来侍奉我，生几个孩子。或者不会这样，我可能会很快感到厌倦……
str_npc3_home_description_2|但是现在看来，丹麦人实际上也许比法兰克人更糟糕，很多弗里斯人都在反抗他们的统治。而丹麦人更是那种为了他们想要的东西而不顾手段，哪怕伤害他人，并且用他们的力量来蔑视我们的法律的人。我讨厌他们！他们让我成为了一个奴隶！
str_npc4_home_description_2|其实对很多盖尔人来说，成为苏格兰人实际上是一个脱离贫困的方法，尤其是在一个像Eriu一样封闭的社会里面。我们加入了一个兄弟会，并把自己的性命交给了大海。抢劫跟盗窃是我们的行动方式。这跟现在其他人的谋生行为没什么区别，但我们并不像挪威人一样嗜血成性。
str_npc5_home_description_2|我们所拥有的只有回忆跟历史。你知道那个叫做丁泰格尔的地方吗？那是吟游诗人所吟唱的亚瑟王的出生地。
str_npc6_home_description_2|自从罗马人离开了不列颠之后，朱特人就从布立吞人手中征服了这片土地。但奇怪的是，朱特人的远亲或者说后裔们，丹麦人，现在反而成为了他们的敌人，并侵略这片土地。我还记得跟那个撒克逊学者在一起的漫长下午，那个向我介绍这个世界，并为我准备这次旅行的老人，他的名字是贝达。
str_npc7_home_description_2|皮克特人都是一群优秀的猎人和放牧者，但这些苏格兰人则是一伙海盗。但我不能这样说，因为我们现在正在同一战线为国王战斗。
str_npc8_home_description_2|我们之中的大多数人更喜欢我们自己掌权的政府，不受法兰克人也不受丹麦人干预。但只要我们还存在分歧，而且不能组建军队的话，这是不可能的。我们的王子们，我们的贵族们，都更喜欢为丹麦人服务。如果没有一位领导者的话，贵族们和自由人们根本不可能团结起来。也许我们的命运就是受他人支配。
str_npc9_home_description_2|他们这些沿海居民都比较排外。奇怪的是，他们的领土刚好在不列颠少雨干旱的一部分。因此我不确定你是否会为这么一小块领土去和他们战斗——我并不认为这片土地值得你这么去做。
str_npc10_home_description_2|弗利特河口是伦敦维克的贸易和渔业港口，从欧洲各国来的商人们成群结队地前来，不停搜寻商业良机。在这里，多神教仍然很受人们的尊敬，但我不会再多说关于这些的东西……
str_npc11_home_description_2|一个名为哈罗德·唐戈海尔的男人统治着图斯伯格，而我认为他将会在很短的时间里统治整个挪威，因为他是最强大的领主，拥有冷酷的领袖才能。像你一样，{reg59?我的小美人:小帅哥} 。之后他说他将换一个帅气的发型，迎娶吉塔·埃里克杜缇，但前提他必须先杀死她的父亲。无论如何，图斯伯格是一个重要的商贸中心，我也肯定你将会在这里找到品种繁多的商品和来自世界各地的消息。那么我们可以走了吗？
str_npc12_home_description_2|我敢保证，你对戈特里克国王这个名字很耳熟，不是吗？他是一个声名显赫的人，因为担心法兰克人从南方进攻，所以筑起了一道巨大的防线来保护丹麦。我们叫它丹纳维基，在丹麦半岛的颈部，这是一个很重要的线性防御工事。
str_npc13_home_description_2|不管怎样，我都不会用长篇大论来烦你了。我们可以一直聊到人类世界灭亡，然后等到诸神的黄昏降临，哈！
str_npc14_home_description_2|我不得不承认，他们与我拥有同样高贵的血脉。这是因为我们所有人都至少有九女神的一滴血在体内，时刻在保佑我们的家园。她们分别是安娜，艾妮，葛丽安，柯娜纳，爱梅，摩穆曼，贝比，艾泊，还有那位声名狼藉却非常美丽的蒙法德女王。噢，请你在这里定居吧，勇者，总有一天，这几位女神的其中一位就会在漆黑的夜晚来到你的床前，就像蒙法德在十二个冬天之前来找我一样。
str_npc15_home_description_2|埃里克是吉塔的父亲，正是那个女孩儿将统一挪威的念头植入哈罗德的脑中。现在这个傻男孩决定在赢得她之前不再梳头，她就相当于特洛伊的海伦。也许你应该自己去看看她。
str_npc16_home_description_2|我在维坦要塞长大，在不得不学习之前就在泥泞的街道上玩闹，而我也曾经很喜欢在市场绕着摊位跑。维坦要塞在罗马时代曾经是一个很重要的城镇，这是我从书籍上了解到的，直到赛沃尔国王在这里修建起第一座教堂之前，它几乎都被荒废了。他也是第一位把基督教传入西撒克逊的国王，为此，他与第一任妻子离婚了，那是麦西亚国王潘达的妹妹，而潘达信仰的是多神教。
str_npc1_home_recap|我来自附近的哈德良长城，我住在那里的洞穴中。
