dlga_start:blocked_agent|这人看起来很忙，也许我还是继续上路的好…… 
dlga_player_siege_tributo:close_window|哈！看到你的脸就让我笑死了，你拿不走这里的任何东西！
dlga_player_siege_tributo2:player_siege_tributo_reject|现在要么交钱，要么准备受死！
dlga_player_siege_tributo_reject:close_window|混蛋，我们会战至最后一人！
dlga_player_siege_tributo2:player_siege_tributo_accept|好吧，看来我们能够达成协议，我的要求是{s18} 先令。
dlga_player_siege_tributo_accept:player_tributo3|非常好，但我只能给你价值{s18} 先令的金币、指环和其他珠宝。
dlga_player_tributo3:player_tributo3_1|我明白，把东西拿来，我们就会离开。
dlga_player_tributo3:player_siege_tributo_reject|这点钱连乞丐都不会要，你在耍我，而你将为此付出代价。
dlga_player_tributo3_1:close_window|好，再见。
dlga_lord_prison_break:lord_prison_break_confirm|我来带你离开这里。
dlga_lord_prison_break:close_window|没事— — 你就待在这里别出声
dlga_lord_prison_break_confirm:lord_prison_break_confirm_2|感谢上帝！否则我还真不知道要在这里呆多久。
dlga_lord_prison_break_confirm_2:lord_prison_break_confirm_3|慢着，我们将怎么逃出去呢？我们一走出那个门就会被卫戍队抓住，我可以帮你拖住他们。但我现在要告诉你，他们只给我吃稀粥和剩饭，我没有当年那么强壮。
dlga_lord_prison_break_confirm_3:lord_prison_break_confirm_4|你跟在我后面保护好自己，并想办法避开战斗。
dlga_lord_prison_break_confirm_3:lord_prison_break_confirm_4.1|尽管你很虚弱，但我还是要你去拿一把武器并帮助我。
dlga_lord_prison_break_confirm_3:close_window|事实上，不要插手这件事情。
dlga_lord_prison_break_confirm_4:close_window|出发！{s14}
dlga_start:freed_lord_answer|你解救了我，我欠你一个人情，朋友。
dlga_freed_lord_answer:freed_lord_answer_1|你哪也不用去“朋友”，你现在是我的俘虏了！
dlga_freed_lord_answer_1:close_window|总有一天，我会把你的脑袋吊在长矛尖上的，混蛋！
dlga_freed_lord_answer:freed_lord_answer_2|你现在可以去任何你想去的地方了，先生。
dlga_freed_lord_answer_2:close_window|谢谢你，好{reg59?女士:大人} ，我不会忘记我们之间这笔好买卖的。
dlga_defeat_lord_answer:defeat_lord_answer_1|你是我的俘虏了。
dlga_defeat_lord_answer_1:close_window|我任你处置。
dlga_defeat_lord_answer:defeat_lord_answer_2|你打得不错。你可以随便去哪了。
dlga_start:party_encounter_lord_hostile_attacker|{playername} ！
dlga_start:party_encounter_lord_hostile_attacker.1|站住！
dlga_party_encounter_lord_hostile_attacker_2:close_window|我们会死拼到底！
dlga_party_encounter_lord_hostile_attacker_2:lord_recruit_1_relation|住手！我有点事情必须跟你私下谈谈。
dlga_party_encounter_lord_hostile_attacker_2:party_encounter_offer_dont_fight|非打不可吗？我不想和你打。
dlga_party_encounter_lord_hostile_attacker_2:close_window.1|别攻击！我们投降。
dlga_party_encounter_offer_dont_fight:close_window|我欠你一个人情，不是吗？嗯…… 好吧。就这次我放了你。
dlga_start:supported_pretender_talk|我等着你的建议，{playername} 。
dlga_start:pretender_intro_1|我认识你吗？
dlga_pretender_intro_1:pretender_intro_2|我叫做{playername} ，愿意为你效劳，大人。
dlga_pretender_intro_1:pretender_intro_2.1|我叫{playername} 。也许你听说过我的事迹。
dlga_pretender_intro_3:pretender_rebellion_cause_1|我认为{s12}的统治者是{s11} ？
dlga_start:pretender_start|祝贺你，{playername}
dlga_pretender_start:pretender_rebellion_cause_prelim|这次又是你的什么故事？{reg65?尊敬的女士:先生} 。
dlga_pretender_rebellion_cause_prelim:pretender_rebellion_cause_1|我会告诉你。
dlga_pretender_start:pretender_discuss_rebellion_1|我将投入你的事业并且帮助你恢复王位！
dlga_pretender_start:pretender_end|当我处理掉牛颈斯温后，也许我就能去帮你夺回王位了。
dlga_pretender_start:pretender_end.1|我必须得走了。
dlga_pretender_discuss_rebellion_1:pretender_discuss_rebellion_2a|你确定你可以胜任这个任务吗，{playername} ？夺回我的王位并不是件简单的事情，我们整个王国的领主都发誓向{s11}效忠，这种誓言对一个篡位者来说当然是无效的，我们可以期待其中一些领主来投靠我们，但那将是极其艰难和富于挑战性的斗争。
dlga_pretender_discuss_rebellion_2:pretender_discuss_rebellion_3|我准备好迎接这个挑战了。
dlga_pretender_discuss_rebellion_2:pretender_end|你说的对。我应该再考虑考虑。
dlga_pretender_discuss_rebellion_3:close_window|我从没怀疑你的支持我的事业是发自内心的，{playername} ，而且我会铭记你为我所做的一切。但我并没觉得我们有多少成功的胜算。如果你能在战场上获得荣誉，成为一个知名的伟大将领，那时我们的盟友才会毫不犹豫地加入我们的事业，我们的敌人在胆敢反抗我们前就必须深思熟虑了。到那个时候，我会很乐意与你共同前行。不过在那之前，太过张扬并不明智。{s11}
dlga_pretender_discuss_rebellion_3:close_window.1|你还没有加入{s17}的事业？当然，你一定有着很强的正义感。不过算了，谢谢你。我不会加入你的游戏。
dlga_pretender_discuss_rebellion_3:close_window.2|{playername} ，你已经发誓要为{s15}服务，所以我不能允许你加入我，让我的敌人觉得我不过是{s16}的傀儡。如果我要登上{s17}的宝座，必须树起正直而鲜明的大旗。如果你真心想要帮我，你必须首先解除和{s15}的效忠关系。
dlga_pretender_discuss_rebellion_3:close_window.3|你天生就是一个君王，{reg59?我的女士:先生} ，如果让你成为我的支持者，我可能会成了你的傀儡。
dlga_pretender_discuss_rebellion_3:pretender_rebellion_ready|{playername} ，你是一名出色的战士，我很确定你会是一名出色的的指挥官，在我的正义事业中，像你这样的人必不可少，接纳你会让{s12}的有识之士蜂拥而至。我们会一同推翻{s11}那双手沾满鲜血的残暴统治。但是首先，你必须先向我宣誓效忠，尊我为王。
dlga_pretender_rebellion_ready:lord_give_oath_2|我已经准备好投身于你的事业，{reg3?尊敬的女士:先生} 。
dlga_pretender_rebellion_ready:pretender_end|我们再等一段时间。
dlga_lord_give_conclude_2:close_window|出发！我们首要任务是夺取一座要塞并且说服其他领主加入我们。由你开路！
dlga_pretender_end:close_window|那么，就此告别了。
dlga_start:lord_event_choose_friend|我听说你和那个叫{s6}的{s43}关系不错。听我说，你不能相信那家伙。你应该和他断绝往来。
dlga_lord_event_choose_friend:lord_event_choose_friend_renounce|我向你保证，{s65} ，我和{s6}没有交情。
dlga_lord_event_choose_friend_renounce:lord_pretalk|好消息，{playername} 。不过我将担心你的安全。如果你遭遇到{s6} ，提高警惕并且不要相信那家伙。
dlga_lord_event_choose_friend:lord_event_choose_friend_defend|{s6}令人尊敬，你没有权利那样说他。
dlga_lord_event_choose_friend_defend:lord_pretalk|随你的便，{playername} 。你也许是个笨蛋，不过你至少是个忠心的笨蛋。不过，{s6}的忠诚可能就没那么坚定了…… 
dlga_lord_event_choose_friend:lord_event_choose_friend_neutral|我可不想卷入你和{s6}的纷争。
dlga_lord_event_choose_friend_neutral:lord_pretalk|哼，如你所愿，{playername} ，但给我记住任何一个{reg59?女人:男人}在这个世界上都需要朋友，没有朋友将寸步难行。
dlga_start:lord_start.4|什么事，夫人？
dlga_start:lord_start.5|是，{reg59?我的女士:先生} ？
dlga_start:lord_start.6|见到你很高兴，老朋友。
dlga_start:lord_invite_player_monarch_1|好，{playername} ，我原谅你这种自称为{reg59?女王:国王}的无礼行为，而且欢迎你作为我的附庸，加入到我这充满荣誉的殿堂，你要继续宣誓效忠吗？
dlga_lord_invite_player_monarch_1:lord_invite_2|是的…… 我的国王。
dlga_lord_invite_player_monarch_1:lord_enter_service_reject|不，这誓言我说不出口。
dlga_start:lord_invite_1|{playername} ，我一直很期待你。我听到了一些关于你事迹的传闻。嗯，我一直听到的那些关于威猛和英勇的传闻让我很快下了决心。我知道我已经找到了值得成为我的封臣的人。
dlga_lord_invite_1:lord_give_oath_under_oath_already|但你已经对{s5}效忠了，不是吗？
dlga_lord_invite_1:lord_invite_1_1|我知道我找到了一个当之无愧的封臣。
dlga_lord_invite_1_1:lord_invite_2|感谢你，{s65} ，向我献上了你的忠诚。
dlga_lord_invite_1_1:lord_invite_2.1|我真正的价值终于得到承认了。
dlga_lord_invite_2:lord_invite_3|嗯。让我们不要拘于小节，{playername} 。你准备好对我宣誓效忠了吗？
dlga_lord_invite_3:lord_give_oath_2|是的，{s65} 。
dlga_lord_invite_3:lord_enter_service_reject|不，{s65} 。我现在还不能为你做事。
dlga_start:lord_female_pc_marriage_proposal|尊敬的女士，我已经考虑了很多关于我们最近的谈话。现在是我提问的时候了，你会给我这份荣誉— — 成为我的妻子吗？
dlga_lord_female_pc_marriage_proposal:lord_marriage_proposal_female_pc_next_step|是。我会的。
dlga_lord_female_pc_marriage_proposal:lord_female_pc_marriage_proposal_postponed|让我再想想。
dlga_lord_female_pc_marriage_proposal:lord_female_pc_marriage_proposal_rejected|不，我已经决定那是不合适的。
dlga_lord_female_pc_marriage_proposal_postponed:lord_start|当然，尊敬的女士，你需要多长时间都行。
dlga_lord_female_pc_marriage_proposal_rejected:lord_female_pc_marriage_proposal_rejected_confirm|你真的打算拒绝我的求婚吗，尊敬的女士？
dlga_lord_female_pc_marriage_proposal_rejected_confirm:lord_female_pc_marriage_proposal_rejected_confirm_yes|是的。我拒绝。
dlga_lord_female_pc_marriage_proposal_rejected_confirm:lord_female_pc_marriage_proposal_postponed|不，你误会了，我只是需要一些时间来考虑一下。
dlga_lord_female_pc_marriage_proposal_rejected_confirm_yes:close_window|好吧，既然如此，让我告诉你一些事情— — 这些伤人的话语使我看清了你，我也认为与像你这样的人结婚是不合适的。日安，尊敬的女士。
dlga_lord_female_pc_marriage_proposal_rejected_confirm_yes:close_window.1|这是你的权利，尊敬的女士。如果你能重新考虑一下，我会非常高兴的。
dlga_start:lord_start.7|尊敬的女士，再次见到你让我的心充满喜悦。
dlga_start:lord_start.8|尊敬的女士，我总是你卑微的仆人。
dlga_start:lord_start.9|如果不是我勇敢的捍卫者，{playername} …… 
dlga_start:lord_start.10|很高兴再次见到你，{playername}
dlga_start:lord_start.11|我们又见面了，{playername} …… 
dlga_start:lord_meet_neutral|我们见过面么？
dlga_lord_meet_neutral:lord_intro|我叫{playername} 。
dlga_lord_meet_neutral:lord_intro.1|我的名字是{playername} 。乐意为你效劳，大人。
dlga_start:lord_pretalk|非常棒，{playername} ！看起来你可以追踪强盗嘛，让他们明白毁坏别人财产是什么下场！这是你的奖励：{reg5} 先令。干得漂亮，我很感谢你。
dlga_start:lord_pretalk.1|很好，{playername} ，我猜至少有些强盗从你手上逃走了，当然了，受苦的还是那些这片土地上和平的居民。不过你还是尽力了。
dlga_lord_meet_enemy:lord_intro|我是{playername} ，{s65} 。
